"","Date","Plot","Species","Circumference_cm","Circumference_cm2","Circumference_cm3","Circumference_cm4","Tree_Height_1","Tree_Height_2","Tree_Height_3","CrBH_1","CrBH_2","CrBH_3","ForTyp"
"837","7/6/2023",24,"PIED","150","76",NA,NA,6,5.8,"6.4","1.12","","","pinyon-juniper"
"838","7/6/2023",24,"JUMO","28","",NA,NA,4,3.8,"3.8","0.13","","","pinyon-juniper"
"839","7/6/2023",24,"PIED","53","",NA,NA,5.6,5.6,"5.6","2.28","","","pinyon-juniper"
"840","7/6/2023",24,"PIED","57","",NA,NA,5.8,5.6,"5.6","2.28","","","pinyon-juniper"
"841","7/6/2023",24,"PIED","68","",NA,NA,4.6,4.8,"4.6","1.83","","","pinyon-juniper"
"842","7/6/2023",24,"PIED","46","27",NA,31,2.6,3.4,"3.4","1.27","","","pinyon-juniper"
"843","7/6/2023",24,"PIED","62","",NA,NA,5.8,5.4,"5.6","3","3","3","pinyon-juniper"
"844","7/6/2023",24,"PIED","26","",NA,NA,3.4,3.4,"3.8","0.3","","","pinyon-juniper"
"845","7/6/2023",24,"PIED","30","",NA,NA,5,4.8,"4.4","0.3","","","pinyon-juniper"
"846","7/6/2023",24,"PIED","27","",NA,NA,3.6,3.6,"4","0.1","","","pinyon-juniper"
"847","7/6/2023",24,"PIED","21","",NA,NA,3.6,3.4,"3.4","2.4","","","pinyon-juniper"
"848","7/6/2023",24,"PIED","28","",NA,NA,3.6,3.6,"3","1.56","","","pinyon-juniper"
"849","7/6/2023",24,"PIED","15","",NA,NA,5,4.2,"4.4","0.1","","","pinyon-juniper"
"850","7/6/2023",24,"PIED","20","",NA,NA,3.8,4,"4","0.15","","","pinyon-juniper"
"851","7/6/2023",24,"PIED","41","",NA,NA,4.4,4.6,"4.4","0.79","","","pinyon-juniper"
"852","7/6/2023",24,"JUMO","117","34",42,68,4.8,4.6,"5","0.7","","","pinyon-juniper"
"853","7/6/2023",24,"PIED","15","",NA,NA,3,3,"3.2","0.8","","","pinyon-juniper"
"854","7/6/2023",24,"PIED","112","76",79,NA,8,8,"8","2.28","","","pinyon-juniper"
"855","7/6/2023",24,"PIED","18","",NA,NA,3.8,4,"3.6","1.52","","","pinyon-juniper"
"856","7/6/2023",24,"PIED","16","",NA,NA,3,2.8,"3","1.84","","","pinyon-juniper"
"857","7/6/2023",24,"PIED","42","",NA,NA,5.6,5.8,"5.4","1.47","","","pinyon-juniper"
"858","7/6/2023",24,"PIED","45","",NA,NA,7.2,6.4,"6.4","0.98","","","pinyon-juniper"
"859","7/6/2023",24,"PIED","30","",NA,NA,3,3,"3","0.54","","","pinyon-juniper"
"860","7/6/2023",24,"PIED","42","",NA,NA,5.4,5.4,"5.6","3.6","3.6","3.4","pinyon-juniper"
"861","7/6/2023",24,"PIED","19","",NA,NA,3.4,3.2,"3.4","0.43","","","pinyon-juniper"
"862","7/6/2023",24,"PIED","65","",NA,NA,5.4,5.6,"5.8","1.75","","","pinyon-juniper"
"863","7/6/2023",24,"PIED","19","",NA,NA,2.8,2.8,"2.6","0.67","","","pinyon-juniper"
"864","7/6/2023",24,"JUMO","22","",NA,NA,2.6,2,"2","0.75","","","pinyon-juniper"
"865","7/6/2023",25,"PIED","12","19",10,NA,1.8,1.8,"2","1.01","","","pinyon-juniper"
"866","7/6/2023",25,"PIED","10","",NA,NA,2.4,NA,"","0.67","","","pinyon-juniper"
"867","7/6/2023",25,"PIED","47","",NA,NA,2,2.2,"2.2","","","","pinyon-juniper"
"868","7/6/2023",25,"PIED","22","",NA,NA,3,2.8,"2.6","1","","","pinyon-juniper"
"869","7/6/2023",25,"PIED","23","",NA,NA,3,3,"2.9","0.46","","","pinyon-juniper"
"870","7/6/2023",25,"PIED","35","",NA,NA,3.4,3.6,"3.4","1.7","","","pinyon-juniper"
"871","7/6/2023",25,"PIED","96","",NA,NA,6.4,6.6,"6.4","1.49","","","pinyon-juniper"
"872","7/6/2023",25,"PIED","83","",NA,NA,6.2,6.4,"6","3.2","3.2","3.6","pinyon-juniper"
"873","7/6/2023",25,"PIED","75","",NA,NA,7,7.6,"7","2.8","2.6","2.6","pinyon-juniper"
"874","7/6/2023",25,"PIED","45","",NA,NA,3.8,3.4,"3.8","1.17","","","pinyon-juniper"
"875","7/6/2023",25,"PIED","80","",NA,NA,7.6,7.4,"7","1.43","","","pinyon-juniper"
"876","7/6/2023",25,"Unknown","23","33",26,NA,3.6,3.6,"3.4","0.2","","","pinyon-juniper"
"877","7/6/2023",25,"PIED","90","",NA,NA,6.8,6.2,"6","1.9","","","pinyon-juniper"
"878","7/6/2023",25,"PIED","72","",NA,NA,5.6,5.2,"5.8","","","","pinyon-juniper"
"879","7/6/2023",25,"PIED","62","",NA,NA,5.6,5,"5.4","0.72","","","pinyon-juniper"
"880","7/6/2023",25,"PIED","22","",NA,NA,2.4,2.4,"2.2","","","","pinyon-juniper"
"881","7/6/2023",25,"PIED","88","",NA,NA,3.2,3.6,"3.6","","","","pinyon-juniper"
"882","7/6/2023",25,"PIED","27","",NA,NA,2,2,"2","","","","pinyon-juniper"
"883","7/6/2023",25,"PIED","56","",NA,NA,5.4,5.2,"5","0.01","","","pinyon-juniper"
"884","7/6/2023",25,"PIED","42","",NA,NA,4.8,4.8,"5.2","1.22","","","pinyon-juniper"
"885","7/6/2023",25,"PIED","27","",NA,NA,3.6,4.2,"4.2","0.1","","","pinyon-juniper"
"886","7/6/2023",25,"PIED","58","",NA,NA,5.8,6,"6.2","3.4","3.2","3.2","pinyon-juniper"
"887","7/6/2023",25,"PIED","46","",NA,NA,6.2,6,"6.6","3","2.6","2.6","pinyon-juniper"
"888","7/6/2023",25,"PIED","20","",NA,NA,2.6,2.4,"2.6","0.01","","","pinyon-juniper"
"889","7/6/2023",25,"PIED","47","",NA,NA,4.8,4.8,"5","2","2","1.8","pinyon-juniper"
"890","7/6/2023",25,"PIED","41","",NA,NA,5,5,"4.6","0.01","","","pinyon-juniper"
"891","7/6/2023",25,"PIED","90","",NA,NA,7,6.6,"6.4","3","2.8","3.2","pinyon-juniper"
"892","7/6/2023",25,"PIED","76","121",70,NA,7.4,7.2,"7.6","0.16","","","pinyon-juniper"
"893","7/6/2023",25,"JUMO","55","61",33,NA,2.8,3,"3.2","0.18","","","pinyon-juniper"
"894","7/6/2023",25,"PIED","13","20",14,NA,2.2,2,"2.4","0.54","","","pinyon-juniper"
"895","7/6/2023",25,"PIED","106","",NA,NA,7.4,7.2,"7.4","4.6","4","4","pinyon-juniper"
"896","7/6/2023",25,"PIED","15","",NA,NA,2.3,3,"3","0.51","","","pinyon-juniper"
"897","7/6/2023",25,"PIED","30","",NA,NA,3.4,3,"3","1.2","","","pinyon-juniper"
"898","7/6/2023",25,"PIED","17","36",16,NA,2.4,2.2,"2.4","0.8","","","pinyon-juniper"
"899","7/6/2023",25,"PIED","26","",NA,NA,2.6,2.8,"2.6","0.31","","","pinyon-juniper"
"900","7/6/2023",25,"PIED","33","",NA,NA,4,3.8,"3.6","1.14","","","pinyon-juniper"
"901","7/6/2023",25,"PIED","41","",NA,NA,5.8,5.8,"5.8","0.01","","","pinyon-juniper"
"902","7/6/2023",25,"PIED","43","",NA,NA,5,5.4,"5","2","","","pinyon-juniper"
"903","7/6/2023",25,"PIED","56","",NA,NA,4.6,4.6,"4.6","1.15","","","pinyon-juniper"
"904","7/6/2023",25,"PIED","94","",NA,NA,6.6,6.6,"7","2.6","2.4","2.6","pinyon-juniper"
"905","7/6/2023",25,"PIED","35","",NA,NA,4.8,4.8,"4.8","0.45","","","pinyon-juniper"
"906","7/6/2023",26,"PIED","80","108",65,NA,8.2,8.6,"8.6","0.59","","","pinyon-juniper"
"907","7/6/2023",26,"PIED","60","101",49,NA,5.8,6,"5.8","0.82","","","pinyon-juniper"
"908","7/6/2023",26,"PIED","14","",NA,NA,2.8,2.8,"2.8","0.2","","","pinyon-juniper"
"909","7/6/2023",26,"PIED","65","",NA,NA,3.6,3.6,"4","","","","pinyon-juniper"
"910","7/6/2023",26,"PIED","40","61",42,NA,4.8,4.8,"5","0.48","","","pinyon-juniper"
"911","7/6/2023",26,"PIED","91","",NA,NA,6,6.2,"6.2","0.55","","","pinyon-juniper"
"912","7/6/2023",26,"PIED","71","",NA,NA,6.4,6.4,"6.2","1.13","","","pinyon-juniper"
"913","7/6/2023",26,"PIED","109","139",95,NA,7,7.2,"7","0.47","","","pinyon-juniper"
"914","7/6/2023",26,"PIED","85","",NA,NA,6,6,"5.8","1.35","","","pinyon-juniper"
"915","7/6/2023",26,"PIED","51","",NA,NA,3.2,3.4,"3.4","","","","pinyon-juniper"
"916","7/6/2023",26,"PIED","24","",NA,NA,3.2,3.6,"3.4","0.3","","","pinyon-juniper"
"917","7/6/2023",26,"JUMO","72","111",NA,NA,2.8,2.8,"2.8","0.21","","","pinyon-juniper"
"918","7/6/2023",26,"PIED","38","",NA,NA,3,2.4,"3","0.85","","","pinyon-juniper"
"919","7/6/2023",26,"PIED","36","",NA,NA,5.2,4.8,"4.8","0.5","","","pinyon-juniper"
"920","7/6/2023",26,"PIED","54","",NA,NA,3.6,3.6,"3.4","0.5","","","pinyon-juniper"
"921","7/6/2023",26,"JUMO","26","58",22,NA,3.4,3.4,"3.4","0.55","","","pinyon-juniper"
"922","7/6/2023",26,"PIED","14","",NA,NA,2.2,2,"2","0.2","","","pinyon-juniper"
"923","7/6/2023",26,"PIED","40","66",35,NA,3.6,4,"4","0.85","","","pinyon-juniper"
"924","7/6/2023",26,"PIED","48","",NA,NA,4.6,4.8,"4.6","0.1","","","pinyon-juniper"
"925","7/6/2023",26,"PIED","41","",NA,NA,3.6,3.8,"3.8","0.29","","","pinyon-juniper"
"926","7/6/2023",26,"PIED","41","",NA,NA,5.2,5.4,"5","1.6","","","pinyon-juniper"
"927","7/6/2023",26,"PIED","49","",NA,NA,6.2,6,"6","0.71","","","pinyon-juniper"
"928","7/6/2023",26,"PIED","104","",NA,NA,5.8,6.2,"6","0.35","","","pinyon-juniper"
"929","7/6/2023",26,"PIED","22","",NA,NA,2.8,2.6,"2.8","0.1","","","pinyon-juniper"
"930","7/6/2023",26,"PIED","58","",NA,NA,6.2,6.2,"6.2","0.21","","","pinyon-juniper"
"931","7/6/2023",26,"PIED","73","",NA,NA,5,5.4,"4.8","","","","pinyon-juniper"
"932","7/6/2023",26,"PIED","16","",NA,NA,2.6,2.4,"2.4","0.3","","","pinyon-juniper"
"933","7/7/2023",27,"PSME","33","",NA,NA,6.2,6.6,"6.6","","","","mixed conifer"
"934","7/7/2023",27,"PSME","37","",NA,NA,7.6,7.8,"8","","","","mixed conifer"
"935","7/7/2023",27,"PSME","24","",NA,NA,4.8,4.6,"4.8","1.41","","","mixed conifer"
"936","7/7/2023",27,"PSME","20","",NA,NA,3.4,3.4,"3.4","1.66","","","mixed conifer"
"937","7/7/2023",27,"PSME","31","",NA,NA,5.8,5.8,"5.8","0.2","","","mixed conifer"
"938","7/7/2023",27,"PSME","237","",NA,NA,27.8,28,"28.4","11.8","11.8","11","mixed conifer"
"939","7/7/2023",27,"PSME","52","",NA,NA,7.6,8,"7.8","","","","mixed conifer"
"940","7/7/2023",27,"PSME","68","",NA,NA,10.4,10.4,"10.2","3.8","4","3.8","mixed conifer"
"941","7/7/2023",27,"PSME","97","",NA,NA,4,4.2,"4","","","","mixed conifer"
"942","7/7/2023",27,"PSME","43","",NA,NA,4,3.6,"3.8","","","","mixed conifer"
"943","7/7/2023",27,"PSME","66","",NA,NA,11.2,11.8,"12","4.8","5","4.8","mixed conifer"
"944","7/7/2023",27,"PSME","51","",NA,NA,3.8,3.8,"3.8","","","","mixed conifer"
"945","7/7/2023",27,"PSME","48","",NA,NA,7.8,8.4,"8.2","1.25","","","mixed conifer"
"946","7/7/2023",27,"PSME","48","",NA,NA,5.2,5.4,"5.2","","","","mixed conifer"
"947","7/7/2023",27,"PIEN","53","",NA,NA,10.6,10.8,"10.6","6.2","6.2","6.2","mixed conifer"
"948","7/7/2023",27,"PSME","78","",NA,NA,14.6,14.4,"14.4","","","","mixed conifer"
"949","7/7/2023",27,"PSME","28","",NA,NA,5,5.2,"5","1.81","","","mixed conifer"
"950","7/7/2023",27,"PSME","31","",NA,NA,5.8,5.6,"5.6","1.51","","","mixed conifer"
"951","7/7/2023",27,"PSME","70","",NA,NA,2.6,2.8,"2.8","","","","mixed conifer"
"952","7/7/2023",27,"PSME","37","",NA,NA,7,7,"7","1.13","","","mixed conifer"
"953","7/7/2023",27,"PSME","60","",NA,NA,13,12.8,"12.8","3.8","3.8","3.6","mixed conifer"
"954","7/7/2023",27,"PSME","41","",NA,NA,9.2,7.6,"8","2.66","","","mixed conifer"
"955","7/7/2023",27,"PSME","31","",NA,NA,8,7.6,"8","2.66","","","mixed conifer"
"956","7/7/2023",27,"PSME","56","",NA,NA,12.4,12.4,"12.4","3.8","3.8","3.8","mixed conifer"
"957","7/7/2023",27,"PSME","32","",NA,NA,6.6,5.8,"5.8","1.22","","","mixed conifer"
"958","7/7/2023",27,"PSME","77","",NA,NA,14,14,"14.4","4","4.2","4","mixed conifer"
"959","7/7/2023",27,"PSME","165","",NA,NA,14,13.8,"13.8","","","","mixed conifer"
"960","7/7/2023",27,"PSME","67","",NA,NA,12.8,12.8,"13","1.51","","","mixed conifer"
"961","7/7/2023",27,"PSME","20","",NA,NA,3.6,3.6,"3.6","0.09","","","mixed conifer"
"962","7/7/2023",27,"PIEN","156","",NA,NA,24.4,24.8,"24.6","","","","mixed conifer"
"963","7/7/2023",27,"PSME","30","",NA,NA,5.6,5.6,"5.6","0.82","","","mixed conifer"
"964","7/7/2023",27,"PSME","52","",NA,NA,10.4,10.4,"10.4","0.72","","","mixed conifer"
"965","7/7/2023",27,"PSME","61","",NA,NA,11.2,11.2,"11.2","","","","mixed conifer"
"966","7/7/2023",27,"PSME","117","",NA,NA,4.8,4.8,"4.8","","","","mixed conifer"
"967","7/7/2023",27,"PSME","57","",NA,NA,11.2,11.4,"10.6","1.44","","","mixed conifer"
"968","7/7/2023",27,"PSME","50","",NA,NA,7,7.6,"7.4","","","","mixed conifer"
"969","7/7/2023",27,"PSME","16","",NA,NA,4.4,4.4,"4.2","1.2","","","mixed conifer"
"970","7/7/2023",27,"PSME","30","",NA,NA,7.2,7.2,"7.6","","","","mixed conifer"
"971","7/7/2023",27,"PSME","20","",NA,NA,4,4.2,"4","1.3","","","mixed conifer"
"972","7/7/2023",27,"PSME","152","",NA,NA,18.6,17.2,"17.6","","","","mixed conifer"
"973","7/7/2023",27,"PSME","28","",NA,NA,5.2,4.6,"4.4","0.95","","","mixed conifer"
"974","7/7/2023",27,"PSME","85","",NA,NA,14.2,13.8,"13.8","","","","mixed conifer"
"975","7/7/2023",27,"PSME","30","",NA,NA,6.2,6,"6","0.91","","","mixed conifer"
"976","7/7/2023",27,"PSME","80","",NA,NA,13,13,"12.8","","","","mixed conifer"
"977","7/7/2023",27,"PSME","45","",NA,NA,6.2,6,"6","","","","mixed conifer"
"978","7/7/2023",27,"PSME","30","",NA,NA,3.8,3.8,"3.6","1.3","","","mixed conifer"
"979","7/7/2023",27,"PSME","28","",NA,NA,6.8,6.4,"6.6","2.8","3.2","3.2","mixed conifer"
"980","7/7/2023",27,"PSME","102","",NA,NA,17.2,17.8,"18","6","6","5.8","mixed conifer"
"981","7/7/2023",27,"PSME","49","",NA,NA,10,9.8,"9.8","7.6","7.4","8","mixed conifer"
"982","7/7/2023",27,"PSME","38","",NA,NA,9,9,"9.2","","","","mixed conifer"
"983","7/7/2023",27,"PSME","15","",NA,NA,2.6,2.8,"2.81.76","","","","mixed conifer"
"984","7/7/2023",27,"PSME","26","",NA,NA,4.6,4.6,"4.4","1.82","","","mixed conifer"
"985","7/7/2023",27,"PSME","129","",NA,NA,15,14.8,"15","","","","mixed conifer"
"986","7/7/2023",27,"PSME","30","",NA,NA,6.2,6.4,"6.8","","","","mixed conifer"
"987","7/7/2023",27,"PSME","102","",NA,NA,14.4,14,"14.4","","","","mixed conifer"
"988","7/7/2023",27,"PSME","92","",NA,NA,17.2,17.4,"17.4","","","","mixed conifer"
"989","7/7/2023",27,"PIEN","227","",NA,NA,28.4,29.4,"29","9","9.4","9","mixed conifer"
"990","7/7/2023",27,"PSME","35","",NA,NA,7.4,7.2,"7.4","","","","mixed conifer"
"991","7/7/2023",27,"PSME","35","",NA,NA,7.4,7.4,"7.4","1.3","","","mixed conifer"
"992","7/7/2023",27,"PSME","25","",NA,NA,4.4,4.8,"4.6","","","","mixed conifer"
"993","7/7/2023",27,"PSME","74","",NA,NA,14.6,14.6,"14.2","1.8","","","mixed conifer"
"994","7/7/2023",27,"PSME","43","",NA,NA,7.6,7.4,"7.4","1.1","","","mixed conifer"
"995","7/7/2023",27,"PSME","14","",NA,NA,2.6,2.8,"2.4","0.6","","","mixed conifer"
"996","7/7/2023",27,"PSME","76","",NA,NA,11.6,11.4,"11.4","","","","mixed conifer"
"997","7/7/2023",27,"PSME","93","",NA,NA,14.2,14.4,"14.6","","","","mixed conifer"
"998","7/7/2023",27,"PSME","20","",NA,NA,4,4,"4","0.15","","","mixed conifer"
"999","7/7/2023",28,"PSME","44","",NA,NA,7,6.8,"7","1.23","","","mixed conifer"
"1000","7/7/2023",28,"POTR5","82","",NA,NA,17.2,17.2,"16.6","10.8","11.6","12","mixed conifer"
"1001","7/7/2023",28,"PSME","52","",NA,NA,10.4,10.4,"10.4","3","3","3","mixed conifer"
"1002","7/7/2023",28,"PSME","40","",NA,NA,10,10,"9.4","1.28","","","mixed conifer"
"1003","7/7/2023",28,"PIEN","93","",NA,NA,14,13.8,"14.2","10","9.2","9.8","mixed conifer"
"1004","7/7/2023",28,"PSME","13","",NA,NA,2.2,2.2,"2.2","1.6","","","mixed conifer"
"1005","7/7/2023",28,"PSME","27","",NA,NA,4.2,4.6,"4.2","","","","mixed conifer"
"1006","7/7/2023",28,"PSME","82","",NA,NA,8.6,9,"9.4","","","","mixed conifer"
"1007","7/7/2023",28,"PSME","105","",NA,NA,15.6,16,"16","6.8","6.4","6.2","mixed conifer"
"1008","7/7/2023",28,"POTR5","57","",NA,NA,13.8,14.2,"14.2","10","10.2","10.2","mixed conifer"
"1009","7/7/2023",28,"PSME","40","",NA,NA,7.6,8,"8","","","","mixed conifer"
"1010","7/7/2023",28,"PSME","30","",NA,NA,5.4,5.2,"5.2","1.34","","","mixed conifer"
"1011","7/7/2023",28,"PSME","55","",NA,NA,9.4,10,"9.6","4.8","5","5","mixed conifer"
"1012","7/7/2023",28,"PSME","23","",NA,NA,3.2,3.2,"3.2","8.3","","","mixed conifer"
"1013","7/7/2023",28,"PSME","53","",NA,NA,5.2,5.2,"5.2","","","","mixed conifer"
"1014","7/7/2023",28,"POTR5","73","",NA,NA,17.6,18,"18.4","11","11.4","11.4","mixed conifer"
"1015","7/7/2023",28,"POTR5","117","",NA,NA,18.8,17.2,"18","10","10.2","10.2","mixed conifer"
"1016","7/7/2023",28,"PIEN","72","",NA,NA,15.2,15.2,"15.4","","","","mixed conifer"
"1017","7/7/2023",28,"PSME","82","",NA,NA,7.2,7.4,"7.4","","","","mixed conifer"
"1018","7/7/2023",28,"PSME","28","",NA,NA,4.4,4.4,"4.6","1.32","","","mixed conifer"
"1019","7/7/2023",28,"PSME","28","",NA,NA,5,5.2,"5","","","","mixed conifer"
"1020","7/7/2023",28,"PSME","40","",NA,NA,8.4,8.8,"8.6","1.93","","","mixed conifer"
"1021","7/7/2023",28,"PSME","30","",NA,NA,6.6,6.8,"6.6","","","","mixed conifer"
"1022","7/7/2023",28,"PSME","41","",NA,NA,8.6,8.2,"8.6","1.44","","","mixed conifer"
"1023","7/7/2023",28,"PSME","41","",NA,NA,9.2,9.6,"9.4","1.42","","","mixed conifer"
"1024","7/7/2023",28,"PSME","53","",NA,NA,10.2,9.8,"9.4","1.57","","","mixed conifer"
"1025","7/7/2023",28,"POTR5","82","",NA,NA,17.4,17.2,"17.2","12.4","12.2","13","mixed conifer"
"1026","7/7/2023",28,"POTR5","65","",NA,NA,17.6,17.2,"17.2","10.4","9.6","9.6","mixed conifer"
"1027","7/7/2023",28,"PSME","125","",NA,NA,13.8,14.2,"13.6","","","","mixed conifer"
"1028","7/7/2023",28,"PSME","67","",NA,NA,11.6,11.8,"10.8","","","","mixed conifer"
"1029","7/7/2023",28,"PSME","28","",NA,NA,4,4.2,"4","1.52","","","mixed conifer"
"1030","7/7/2023",28,"PSME","25","",NA,NA,6.8,6.8,"6.8","","","","mixed conifer"
"1031","7/7/2023",28,"PSME","94","",NA,NA,10.4,10.4,"10.4","","","","mixed conifer"
"1032","7/7/2023",28,"POTR5","90","",NA,NA,19.4,19,"18.8","13.4","13","13.2","mixed conifer"
"1033","7/7/2023",28,"PSME","44","",NA,NA,7.2,8,"7.2","","","","mixed conifer"
"1034","7/7/2023",28,"PSME","36","",NA,NA,5.4,5,"5.6","2.2","2.8","3.2","mixed conifer"
"1035","7/7/2023",28,"PSME","159","",NA,NA,19.8,18.8,"19.2","7.6","7","7","mixed conifer"
"1036","7/7/2023",28,"PSME","80","",NA,NA,15.8,15.8,"16.4","9.2","9.6","9.8","mixed conifer"
"1037","7/7/2023",28,"PSME","70","",NA,NA,7.6,7.6,"7.6","","","","mixed conifer"
"1038","7/7/2023",28,"POTR5","57","",NA,NA,5.6,5.6,"5.4","","","","mixed conifer"
"1039","7/7/2023",28,"PSME","15","",NA,NA,3,3.2,"3","1","","","mixed conifer"
"1040","7/7/2023",28,"PSME","56","",NA,NA,10.6,10,"9.8","2.2","2.4","2.6","mixed conifer"
"1041","7/7/2023",28,"PSME","48","",NA,NA,10.8,11,"11","","","","mixed conifer"
"1042","7/7/2023",28,"PSME","120","",NA,NA,20.2,19.8,"21.2","11.8","10.4","10.6","mixed conifer"
"1043","7/7/2023",28,"PSME","113","",NA,NA,18,18.4,"18.2","","","","mixed conifer"
"1044","7/7/2023",28,"POTR5","85","",NA,NA,24.6,25,"26.4","18.2","18.6","18.6","mixed conifer"
"1045","7/7/2023",28,"PSME","48","",NA,NA,11.8,12.4,"12.2","","","","mixed conifer"
"1046","7/7/2023",28,"PSME","28","",NA,NA,6.6,6.6,"5.8","","","","mixed conifer"
"1047","7/7/2023",28,"PSME","26","",NA,NA,4.6,4.2,"4.2","1.5","","","mixed conifer"
"1048","7/7/2023",28,"PSME","56","",NA,NA,10.4,10.6,"10.2","1.98","","","mixed conifer"
"1049","7/7/2023",28,"PSME","77","",NA,NA,16,16.2,"15.8","2.2","2.4","2.4","mixed conifer"
"1050","7/7/2023",28,"POTR5","85","",NA,NA,14.8,15.6,"14.6","","","","mixed conifer"
"1051","7/7/2023",28,"PSME","45","",NA,NA,5.4,5.6,"5.4","","","","mixed conifer"
"1052","7/7/2023",28,"POTR5","70","",NA,NA,9,8.8,"9.2","","","","mixed conifer"
"1053","7/7/2023",28,"PSME","36","",NA,NA,7,6.8,"6.8","1.45","","","mixed conifer"
"1054","7/7/2023",28,"POTR5","79","",NA,NA,24.4,24.2,"24.2","","","","mixed conifer"
"1055","7/7/2023",28,"PSME","70","",NA,NA,14.8,14.4,"14.6","4.4","4.4","4.6","mixed conifer"
"1056","7/7/2023",28,"PSME","30","",NA,NA,2.4,2.2,"1.8","","","","mixed conifer"
"1057","7/7/2023",28,"PIEN","25","",NA,NA,4.4,4.4,"4.6","3","3","3","mixed conifer"
"1058","7/7/2023",28,"POTR5","86","",NA,NA,19.2,18.8,"18","14","13","14.2","mixed conifer"
"1059","7/7/2023",28,"PIEN","137","",NA,NA,20,20.4,"21.2","8.6","8.6","9.4","mixed conifer"
"1060","7/7/2023",28,"PSME","46","",NA,NA,4.8,4.8,"5","","","","mixed conifer"
"1061","7/7/2023",28,"PSME","65","",NA,NA,10.4,10.4,"10.6","","","","mixed conifer"
"1062","7/7/2023",28,"PSME","28","",NA,NA,4.4,4.4,"4.6","1.04","","","mixed conifer"
"1063","7/7/2023",28,"PSME","48","",NA,NA,8.2,8.8,"8.6","2.69","","","mixed conifer"
"1064","7/7/2023",28,"POTR5","81","",NA,NA,19.2,19,"19.4","17.8","17.4","17.2","mixed conifer"
"1065","7/7/2023",28,"POTR5","74","",NA,NA,15.8,16.2,"16","11.6","11.8","11.4","mixed conifer"
"1066","7/7/2023",28,"PSME","17","",NA,NA,3.2,3.2,"2.8","","","","mixed conifer"
"1067","7/7/2023",28,"POTR5","100","",NA,NA,18.8,19,"19.6","10.8","10.4","10.4","mixed conifer"
"1068","7/7/2023",28,"PSME","48","",NA,NA,7.4,7.6,"7.2","2.2","","","mixed conifer"
"1069","7/7/2023",28,"PSME","37","",NA,NA,8.6,8.6,"8.4","","","","mixed conifer"
"1070","7/7/2023",28,"PSME","40","",NA,NA,9.4,9.2,"9.2","","","","mixed conifer"
"1071","7/7/2023",28,"PSME","21","",NA,NA,3.4,3.4,"3.4","1.17","","","mixed conifer"
"1072","7/7/2023",28,"PSME","89","",NA,NA,9.8,9.6,"10.2","","","","mixed conifer"
"1073","7/11/2023",29,"PIEN","25","",NA,NA,6.2,6,"6.2","1.96","","","spruce-fir"
"1074","7/11/2023",29,"PIEN","25","",NA,NA,11,11.2,"11.2","9","8.4","8.6","spruce-fir"
"1075","7/11/2023",29,"PSME","38","",NA,NA,7.2,7.8,"7.6","0.58","","","spruce-fir"
"1076","7/11/2023",29,"PIEN","137","",NA,NA,18.6,18.8,"18.4","6.6","6.4","7","spruce-fir"
"1077","7/11/2023",29,"POTR5","94","",NA,NA,10.8,10.6,"11","7.2","6.8","7","spruce-fir"
"1078","7/11/2023",29,"PSME","16","21",35,NA,4.8,4.6,"4.6","1.17","","","spruce-fir"
"1079","7/11/2023",29,"PIEN","16","",NA,NA,4.6,5,"4.8","","","","spruce-fir"
"1080","7/11/2023",29,"PIEN","18","",NA,NA,6,5.8,"6","","","","spruce-fir"
"1081","7/11/2023",29,"PIEN","13","",NA,NA,4,4.4,"4.4","","","","spruce-fir"
"1082","7/11/2023",29,"PIEN","13","",NA,NA,3.4,3.6,"3.4","","","","spruce-fir"
"1083","7/11/2023",29,"PIEN","33","",NA,NA,9.2,9.4,"9.4","3.6","3.8","3.6","spruce-fir"
"1084","7/11/2023",29,"PIEN","24","",NA,NA,6,5.8,"6.2","","","","spruce-fir"
"1085","7/11/2023",29,"PIEN","17","",NA,NA,4.6,4.8,"4.8","2.8","2.6","2","spruce-fir"
"1086","7/11/2023",29,"PIEN","14","",NA,NA,3.4,3.4,"3","1.57","","","spruce-fir"
"1087","7/11/2023",29,"PIEN","13","",NA,NA,3.2,3.2,"3.2","1.47","","","spruce-fir"
"1088","7/11/2023",29,"PSME","16","",NA,NA,3.2,3.2,"3","0.22","","","spruce-fir"
"1089","7/11/2023",29,"PIEN","70","",NA,NA,15.2,14.6,"14.8","3.2","2.8","2.6","spruce-fir"
"1090","7/11/2023",29,"PIEN","30","",NA,NA,9.8,9.6,"9.4","","","","spruce-fir"
"1091","7/11/2023",29,"POTR5","23","",NA,NA,5.8,5.8,"5.4","","","","spruce-fir"
"1092","7/11/2023",29,"PIEN","45","",NA,NA,11.8,12,"12","8.6","9.6","8.6","spruce-fir"
"1093","7/11/2023",29,"PIEN","50","",NA,NA,14,14.4,"14.2","8.2","8.8","8.2","spruce-fir"
"1094","7/11/2023",29,"PIEN","21","",NA,NA,5.2,4.6,"4.8","","","","spruce-fir"
"1095","7/11/2023",29,"PIEN","67","",NA,NA,16.2,16,"16","8.6","8.8","9.6","spruce-fir"
"1096","7/11/2023",29,"POTR5","23","",NA,NA,7.6,7.8,"7.6","5.2","6","5","spruce-fir"
"1097","7/11/2023",29,"POTR5","20","",NA,NA,7,7,"6.8","","","","spruce-fir"
